Act,Scene,Line,Text 
ACT V.,SCENE V.,8,SERVANT. The watch has just called two.
ACT V.,SCENE V.,9,"FRANCIS. What? will this eternal night last till doomsday? Did you hear no
      tumult near? no shout of victory? no trampling of horses? Where is Char�the
      Count, I would say?"
ACT V.,SCENE V.,10,"SERVANT. I know not, my lord."
ACT V.,SCENE V.,11,"FRANCIS. You know not? And are you too one of his gang? I'll tread your
      villain's heart out through your ribs for that infernal ""I know not!""
      Begone, fetch the minister!"
ACT V.,SCENE V.,12,SERVANT. My lord!
ACT V.,SCENE V.,13,"FRANCIS. What! Do you grumble? Do you demur? (Exit servant hastily.) Do my
      very slaves conspire against me? Heaven, earth, and hell�all
      conspire against me!"
ACT V.,SCENE V.,14,DANIEL (returns with a lighted candle). My lord!
ACT V.,SCENE V.,15,"FRANCIS. Who said I trembled? No!�'twas but a dream. The dead still
      rest in their graves! Tremble! or pale? No, no! I am calm�quite
      tranquil."
ACT V.,SCENE V.,16,"DANIEL. You are as pale as death, my lord; your voice is weak and
      faltering."
ACT V.,SCENE V.,17,"FRANCIS. I am somewhat feverish. When the minister comes be sure you say I
      am in a fever. Say that I intend to be bled in the morning."
ACT V.,SCENE V.,18,DANIEL. Shall I give you some drops of the balsam of life on sugar?
ACT V.,SCENE V.,19,"FRANCIS. Yes, balsam of life on sugar! The minister will not be here just
      yet. My voice is weak and faltering. Give me of the balsam of life on
      sugar!"
ACT V.,SCENE V.,20,"DANIEL. Let me have the keys, I will go down to the closet and get it."
ACT V.,SCENE V.,21,"FRANCIS. No! no! no! Stay!�or I will go with you. You see I must not
      be left alone! How easily I might, you see�faint�if I should
      be left alone. Never mind, never mind! It will pass off�you must not
      leave me."
ACT V.,SCENE V.,22,"DANIEL. Indeed, Sir, you are ill, very ill."
ACT V.,SCENE V.,23,"FRANCIS. Yes, just so, just so, nothing more. And illness, you know,
      bewilders the brain, and breeds strange and maddening dreams. What signify
      dreams? Dreams come from the stomach and cannot signify anything. Is it
      not so, Daniel? I had a very comical dream just now. (He sinks down
      fainting.)"
ACT V.,SCENE V.,24,"DANIEL. Oh, merciful heaven! what is this? George!�Conrad!
      Sebastian! Martin! Give but some sign of life! (Shaking him.) Oh, the
      Blessed Virgin! Oh, Joseph! Keep but your reason! They will say I have
      murdered him! Lord have mercy upon me!"
ACT V.,SCENE V.,25,"FRANCIS (confused). Avaunt!�avaunt!�why dost thou glare upon
      me thus, thou horrible spectre? The time for the resurrection of the dead
      is not yet come."
ACT V.,SCENE V.,26,DANIEL. Merciful heavens! he has lost his senses.
ACT V.,SCENE V.,27,"FRANCIS (recovering himself gradually). Where am I? You here, Daniel? What
      have I said? Heed it not. I have told a lie, whatever I said. Come, help
      me up! 'T was only a fit of delirium�because�because�I
      have not finished my night's rest."
ACT V.,SCENE V.,28,"DANIEL. If John were but here! I'll call for help�I'll send for the
      physician."
ACT V.,SCENE V.,29,"FRANCIS. Stay! Seat yourself by my side on this sofa! There. You are a
      sensible man, a good man. Listen to my dream!"
ACT V.,SCENE V.,30,"DANIEL. Not now; another time! Let me lead you to bed; you have great need
      of rest."
ACT V.,SCENE V.,31,"FRANCIS. No, no; I prythee, listen, Daniel, and have a good laugh at me.
      You must know I fancied that I held a princely banquet, my heart was
      merry, and I lay stretched on the turf in the castle garden; and all on a
      sudden�it was at midday�and all on a sudden�but mind you
      have a good laugh at me!"
ACT V.,SCENE V.,32,DANIEL. All on a sudden.
ACT V.,SCENE V.,33,"FRANCIS. All on a sudden a tremendous peal of thunder struck upon my
      slumbering ear; I started up staggering and trembling; and lo, it seemed
      as if the whole hemisphere had burst forth in one flaming sheet of fire,
      and mountains, and cities, and forests melted away like wax in the
      furnace; and then rose a howling whirlwind, which swept before it the
      earth, and the sea, and heaven; then came a sound, as from brazen
      trumpets, ""Earth, give up thy dead: sea, give up thy dead!"" and the open
      plains began to heave, and to cast up skulls, and ribs, and jawbones, and
      legs, which drew together into human bodies, and then came sweeping along
      in dense, interminable masses�a living deluge. Then I looked up, and
      lo! I stood at the foot of the thundering Sinai, and above me was a
      multitude, and below me a multitude; and on the summit of the mountain, on
      three smoking thrones, sat three men, before whose gaze all creation
      trembled."
ACT V.,SCENE V.,34,"DANIEL. Why, this is a living picture of the day of judgment."
ACT V.,SCENE V.,35,"FRANCIS. Did I not tell you? Is it not ridiculous stuff? And one stepped
      forth who, to look upon, was like a starlight night; he had in his hand a
      signet ring of iron, which he held up between the east and the west, and
      said, ""Eternal, holy, just, immutable! There is but one truth; there is
      but one virtue! Woe, woe, woe! to the doubting sinner!"" Then stepped forth
      a second, who had in his hand a flashing mirror, which he held up between
      the east and west, and said, ""This is the mirror of truth; hypocrisy and
      deceit cannot look on it."" Then was I terrified, and so were all, for we
      saw the forms of snakes, and tigers, and leopards reflected from that
      fearful mirror. Then stepped forth a third, who had in his hand a brazen
      balance, which he held up between the east and the west, and said,
      ""Approach, ye sons of Adam! I weigh your thoughts in the balance of my
      wrath! and your deeds with the weight of my fury!"""
ACT V.,SCENE V.,36,DANIEL. The Lord have mercy upon me!
ACT V.,SCENE V.,37,"FRANCIS. They all stood pale and trembling, and every heart was panting
      with fearful expectation. Then it seemed to me as if I heard my name
      called the first from out the thunders of the mountain, and the innermost
      marrow froze within my bones, and my teeth chattered loudly. Presently the
      clang of the balance was heard, the rocks sent forth thunders, and the
      hours glided by, one after the other, towards the left scale, and each
      threw into it a mortal sin!"
ACT V.,SCENE V.,38,"DANIEL. Oh, may God forgive you!"
ACT V.,SCENE V.,39,"FRANCIS. He forgave me not! The left scale grew mountains high, but the
      other, filled with the blood of atonement, still outweighed it. At last
      came an old man, heavily bowed down with grief, his arm gnawed through
      with raging hunger. Every eye turned away in horror from the sight. I knew
      the man�he cut off a lock of his silver hair, and cast it into the
      scale of my sins, when to! in an instant, it sank down to the abyss, and
      the scale of atonement flew up on high. Then heard I a voice, issuing like
      thunder from the bowels *[Some editions of the original read Rauch
      (smoke), some Bauch, as translated.] of the mountain, ""Pardon, pardon to
      every sinner of the earth and of the deep! Thou alone art rejected!"" (A
      profound pause.) Well, why don't you laugh?"
ACT V.,SCENE V.,40,DANIEL. Can I laugh while my flesh creeps? Dreams come from above.
ACT V.,SCENE V.,41,"FRANCIS. Pshaw! pshaw! Say not so! Call me a fool, an idiot, an absurd
      fool! Do, there's a good Daniel, I entreat of you; have a hearty laugh at
      me!"
ACT V.,SCENE V.,42,DANIEL. Dreams come from God. I will pray for you.
ACT V.,SCENE V.,43,"FRANCIS. Thou liest, I tell thee. Go, this instant, run! be quick! see
      where the minister tarries all this time; tell him to come quickly,
      instantly! But, I tell thee, thou liest!"
ACT V.,SCENE V.,44,"DANIEL. Heaven have mercy upon you!
                             [Exit.]"
ACT V.,SCENE V.,45,"FRANCIS. Vulgar prejudice! mere superstition! It has not yet been proved
      that the past is not past and forgotten, or that there is an eye above
      this earth to take account of what passes on it. Humph! Humph! But whence,
      then, this fearful whisper to my soul? Is there really an avenging judge
      above the stars? No, no! Yes, yes! A fearful monitor within bears witness
      that there is One above the stars who judgeth! What! meet the avenger
      above the stars this very night? No, no! I say. All is empty, lonely,
      desolate, beyond the stars. Miserable subterfuge, beneath which thy
      cowardice seeks to hide itself. And if there should be something in it
      after all? No! no! it cannot be. I insist that it cannot be! But yet, if
      there should be! Woe to thee if thy sins should all have been registered
      above!�if they should be counted over to thee this very night! Why
      creeps this shudder through my frame? To die! Why does that word frighten
      me thus? To give an account to the Avenger, there, above the stars! and if
      he should be just�the wails of orphans and widows, of the oppressed,
      the tormented, ascending to his ears, and he be just? Why have they been
      afflicted? And why have I been permitted to trample upon them?"
ACT V.,SCENE V.,46,Enter PASTOR MOSER.
ACT V.,SCENE V.,47,"MOSER. Your lordship sent for me! I am surprised! The first time in my
      life! Is it to scoff at religion, or does it begin to make you tremble?"
ACT V.,SCENE V.,48,"FRANCIS. I may scoff or I may tremble, according as you shall answer me.
      Listen to me, Moser, I will prove that you are a fool, or wish to make
      fools of others, and you shall answer me. Do you hear? At the peril of
      your life you shall answer me."
ACT V.,SCENE V.,49,"MOSER. 'Tis a higher Being whom you summon before your tribunal. He will
      answer you hereafter."
ACT V.,SCENE V.,50,"FRANCIS. I will be answered now, this instant, that I may not commit the
      contemptible folly of calling upon the idol of the vulgar under the
      pressure of suffering. I have often, in bumpers of Burgundy, tauntingly
      pledged you in the toast, ""There is no God!"" Now I address myself to you
      in earnest, and I tell you there is none? You shall oppose me with all the
      weapons in your power; but with the breath of my lips I will blow them
      away."
ACT V.,SCENE V.,51,"MOSER. 'Twere well that you could also blow away the thunder which will
      alight upon your proud soul with ten thousand times ten thousand tons'
      weight! That omniscient God, whom you�fool and miscreant�are
      denying in the midst of his creation, needeth not to justify himself by
      the mouth of dust. He is as great in your tyrannies as in the sweetest
      smile of triumphant virtue."
ACT V.,SCENE V.,52,"FRANCIS. Uncommonly well said, parson. Thus I like you."
ACT V.,SCENE V.,53,"MOSER. I stand here as steward of a greater Master, and am addressing one
      who, like myself, is a sinner�one whom I care not to please. I must
      indeed be able to work miracles, to extort the acknowledgment from your
      obdurate wickedness�but if your conviction is so firm, why have you
      sent for me in the middle of the night?"
ACT V.,SCENE V.,54,"FRANCIS. Because time hangs heavy on my hands, and the chess-board has
      ceased to have any attraction. I wish to amuse myself in a tilt with the
      parson. Your empty terrors will not unman my courage. I am well aware that
      those who have come off short in this world look forward to eternity; but
      they will be sadly disappointed. I have always read that our whole body is
      nothing more than a blood-spring, and that, with its last drop, mind and
      thought dissolve into nothing. They share all the infirmities of the body;
      why, then, should they not cease with its dissolution? Why not evaporate
      in its decomposition? Let a drop of water stray into your brain, and life
      makes a sudden pause, which borders on non-existence, and this pause
      continued is death. Sensation is the vibration of a few chords, which,
      when the instrument is broken, cease to sound. If I raze my seven castles�if
      I dash this Venus to pieces�there is an end of their symmetry and
      beauty. Behold! thus is it with your immortal soul!"
ACT V.,SCENE V.,55,"MOSER. So says the philosophy of your despair. But your own heart, which
      knocks against your ribs with terror even while you thus argue, gives your
      tongue the lie. These cobwebs of systems are swept away by the single word�""Thou
      must die!"" I challenge you, and be this the test: If you maintain your
      firmness in the hour of death; if your principles do not then miserably
      desert you, you shall be admitted to have the best of the argument. But
      if, in that dread hour, the least shudder creeps over you, then woe be to
      you! you have deceived yourself."
ACT V.,SCENE V.,56,FRANCIS (disturbed). If in the hour of death a shudder creeps over me?
ACT V.,SCENE V.,57,"MOSER. I have seen many such wretches before now, who set truth at
      defiance up to that point; but at the approach of death the illusion
      vanished. I will stand at your bedside when you are dying�I should
      much like to see a tyrant die. I will stand by, and look you steadfastly
      in the face when the physician takes your cold, clammy hand, and is
      scarcely able to detect your expiring pulse; and when he looks up, and,
      with a fearful shake of the head, says to you, ""All human aid is in vain!""
      Beware, at that moment, beware, lest you look like Richard and Nero!"
ACT V.,SCENE V.,58,FRANCIS. No! no!
ACT V.,SCENE V.,59,"MOSER. Even that very ""No"" will then be turned to a howling ""Yea!"" An
      inward tribunal, which you can no longer cheat with sceptical delusions,
      will then wake up and pass judgment upon you. But the waking up will be
      like that of one buried alive in the bowels of the churchyard; there will
      come remorse like that of the suicide who has committed the fatal act and
      repents it;�'twill be a flash of lightning suddenly breaking in upon
      the midnight darkness of your life! There will be one look, and, if you
      can sustain that, I will admit that you have won!"
ACT V.,SCENE V.,60,FRANCIS (walking up and down restlessly). Cant! Priestly cant!
ACT V.,SCENE V.,61,"MOSER. Then, for the first time, will the sword of eternity pass through
      your soul;�and then, for the first time, too late, the thought of
      God will wake up a terrible monitor, whose name is Judge. Mark this, Moor;
      a thousand lives hang upon your beck; and of those thousand every nine
      hundred and ninety-nine have been rendered miserable by you. You wanted
      but the Roman empire to be a Nero, the kingdom of Peru to be a Pizarro.
      Now do you really think that the Almighty will suffer a worm like you to
      play the tyrant in His world and to reverse all his ordinances? Do you
      think the nine hundred and ninety-nine were created only to be destroyed,
      only to serve as puppets in your diabolical game? Think it not! He will
      call you to account for every minute of which you have robbed them, every
      joy that you have poisoned, every perfection that you have intercepted.
      Then, if you can answer Him�then, Moor, I will admit that you have
      won."
ACT V.,SCENE V.,62,"FRANCIS. No more, not another word! Am I to be at the mercy of thy
      drivelling fancies?"
ACT V.,SCENE V.,63,"MOSER. Beware! The different destinies of mankind are balanced with
      terrible nicety. The scale of life which sinks here will rise there, and
      that which rises here will sink there. What was here temporary affliction
      will there be eternal triumph; and what here was temporary triumph will
      there be eternal despair."
ACT V.,SCENE V.,64,"FRANCIS (rushing savagely upon him.) May the thunder of heaven strike thee
      dumb, thou lying spirit! I will tear thy venomed tongue out of thy mouth!"
ACT V.,SCENE V.,65,"MOSER. Do you so soon feel the weight of truth? Before I have brought
      forward one single word of evidence? Let me first proceed to the proofs�"
ACT V.,SCENE V.,66,"FRANCIS. Silence! To hell with thee and thy proofs! The soul is
      annihilated, I tell thee, and I will not be gainsaid!"
ACT V.,SCENE V.,67,"MOSER. That is what the spirits of the bottomless pit are hourly moaning
      for; but heaven denies the boon. Do you hope to escape from the Avenger's
      arm even in the solitary waste of nothingness? If you climb up into
      heaven, he is there! if you make your bed in hell, behold he is there
      also! If you say to the night, ""Hide me!"" and to the darkness, ""Cover me!""
      even the night shall be light about you, and darkness blaze upon your
      damned soul like a noonday sun."
ACT V.,SCENE V.,68,"FRANCIS. But I do not wish to be immortal�let them be so that like;
      I have no desire to hinder them. I will force him to annihilate me; I will
      so provoke his fury that he may utterly destroy me. Tell me which are the
      greatest sins�which excite him to the most terrible wrath?"
ACT V.,SCENE V.,69,"MOSER. I know but two. But men do not commit these, nor do men even dream
      of them."
ACT V.,SCENE V.,70,FRANCIS. What are they?
ACT V.,SCENE V.,71,"MOSER (very significantly). Parricide is the name of the one; fratricide
      of the other. Why do you turn so suddenly pale?"
ACT V.,SCENE V.,72,"FRANCIS. What, old man? Art thou in league with heaven or with hell? Who
      told thee that?"
ACT V.,SCENE V.,73,"MOSER. Woe to him that hath them both upon his soul! It were better for
      that man that he had never been born! But be at peace; you have no longer
      either a father or a brother!"
ACT V.,SCENE V.,74,"FRANCIS. Ha! what! Do you know no greater sin? Think again! Death, heaven,
      eternity, damnation, hang upon thy lips. Not one greater?"
ACT V.,SCENE V.,75,"MOSER. No, not one"
ACT V.,SCENE V.,76,FRANCIS (falling back in a chair). Annihilation! annihilation!
ACT V.,SCENE V.,77,"MOSER. Rejoice, then, rejoice! Congratulate yourself! With all your
      abominations you are yet a saint in comparison with a parricide. The curse
      that falls upon you is a love ditty in comparison with the curse that lies
      upon him. Retribution�"
ACT V.,SCENE V.,78,"FRANCIS (starting up). Away with thee! May the graves open and swallow
      thee ten thousand fathoms deep, thou bird of ill omen! Who bade thee come
      here? Away, I tell thee, or I will run thee through and through!"
ACT V.,SCENE V.,79,"MOSER. Can mere ""priestly cant"" excite a philosopher to such a pitch of
frenzy? Why not blow it away with a breath of your lips?
                             (Exit.)

       [FRANCIS throws himself about in his chair in
        terrible agitation. Profound stillness.]

             Enter a SERVANT, hastily"
ACT V.,SCENE V.,80,SERVANT. The Lady Amelia has fled. The count has suddenly disappeared.
ACT V.,SCENE V.,81,"Enter DANIEL, in great alarm."
ACT V.,SCENE V.,82,"DANIEL. My lord, a troop of furious horsemen are galloping down the hill,
      shouting ""murder! murder!"" The whole village is in alarm."
ACT V.,SCENE V.,83,"FRANCIS. Quick! let all the bells be tolled�summon everyone to the
      chapel�let all fall on their knees�pray for me. All prisoners
      shall be released and forgiven�I will make two and threefold
      restitution to the poor�I will�why don't you run? Do call in
      the father confessor, that he may give me absolution for my sins. What!
      are you not gone yet? (The uproar becomes more audible.)"
ACT V.,SCENE V.,84,"DANIEL. Heaven have mercy upon me, poor sinner! Can I believe you in
      earnest, sir? You, who always made a jest of religion? How many a Bible
      and prayer-book have you flung at my head when by chance you caught me at
      my devotions?"
ACT V.,SCENE V.,85,"FRANCIS. No more of this. To die! think of it! to die! It will be too
      late! (The voice of SCHWEITZER is heard, loud and furious.) Pray for me,
      Daniel! Pray, I entreat you!"
ACT V.,SCENE V.,86,"DANIEL. I always told you,�""you hold prayer in such contempt; but
      take heed! take heed! when the fatal hour comes, when the waters are
      flowing in upon your soul, you will be ready to give all the treasures of
      the world for one little Christian prayer."" Do you see it now? What abuse
      you used to heap on me! Now you feel it! Is it not so!"
ACT V.,SCENE V.,87,"FRANCIS (embracing him violently). Forgive me! my dear precious jewel of a
      Daniel, forgive me! I will clothe you from head to foot�do but pray.
      I will make quite a bridegroom of you�I will�only do pray�
      I entreat you�on my knees, I conjure you. In the devil's name, pray!
      why don't you pray? (Tumult in the streets, shouts and noises.)"
ACT V.,SCENE V.,88,"SCHWEIT. (in the street). Storm the place! Kill all before you! Force the
      gates! I see lights! He must be there!"
ACT V.,SCENE V.,89,"FRANCIS (on his knees). Listen to my prayer, O God in heaven! It is the
      first time�it shall never happen again. Hear me, God in heaven!"
ACT V.,SCENE V.,90,DANIEL. Mercy on me! What are you saying? What a wicked prayer!
ACT V.,SCENE V.,91,"Uproar of the PEOPLE, rushing in."
ACT V.,SCENE V.,92,"PEOPLE. Robbers! murderers! Who makes such a dreadful noise at this
      midnight hour!"
ACT V.,SCENE V.,93,"SCHWEIT (still in the street). Beat them back, comrades! 'Tis the devil,
      come to fetch your master. Where is Schwarz with his troop? Surround the
      castle, Grimm! Scale the walls!"
ACT V.,SCENE V.,94,"GRIMM. Bring the firebrands. Either we must up or he must down. I will
      throw fire into his halls."
ACT V.,SCENE V.,95,"FRANCIS (praying). Oh Lord! I have been no common murderer�I have
      been guilty of no petty crimes, gracious Lord�"
ACT V.,SCENE V.,96,"DANIEL. Heaven be merciful to us! His very prayers are turned to sins.
      (Stones and firebrands are hurled up from below; the windows fall in with
      a crash; the castle takes fire.)"
ACT V.,SCENE V.,97,"FRANCIS. I cannot pray. Here! and here! (striking his breast and his
      forehead) All is so void�so barren! (Rises from his knees.) No, I
      will not pray. Heaven shall not have that triumph, nor hell that pastime."
ACT V.,SCENE V.,98,DANIEL. O holy Virgin! Help! save! The whole castle is in flames!
ACT V.,SCENE V.,99,"FRANCIS. There, take this sword! Quick! Run it right through my body, that
      these fiends may not be in time to make holiday sport of me. (The fire
      increases.)"
ACT V.,SCENE V.,100,"DANIEL. Heaven forbid? Heaven forbid! I would send no one before his time
      to heaven, much less to�(He runs away)."
ACT V.,SCENE V.,101,"FRANCIS (following him with a ghastly stare, after a pause). To hell, thou
      wouldst say. Indeed! I scent something of the kind. (In delirium.) Are
      these their triumphant yells? Do I hear you hissing, ye serpents of the
      abyss? They force their way up�they besiege the door! Why do I
      shrink from this biting steel? The door cracks�it yields�there
      is no escape! Ha! then do thou have mercy upon me! (He tears away the
      golden cord from his hat, and strangles himself.)*"
ACT V.,SCENE V.,102,"*[In the acting edition, Francis attempts to throw himself into the
   flames, but is prevented by the robbers, and taken alive. He is
   then brought before his brother, in chains, for sentence.
   SCHWEITZER says, ""I have fulfilled my word, and brought him alive.""
   GRIMM. ""We tore him out of the flames and the castle is in ashes.""
   After confronting Francis with his father, and a reproachful
   interview between the brothers, Charles delegates the judgment on
   Francis to Schweitzer and Kosinsky, but for himself forgives him in
   these words: ""Thou hast robbed me of heaven's bliss! Be that sin
   blotted out! Thy doom is sealed�perdition is thy lot! But I
   forgive thee, brother."" Upon this CHARLES embraces and leaves him;
   the ROBBERS however, thrust FRANCIS into the dungeon where he had
   immured his father, laughing in a savage manner. Beyond this the
   fate of Francis is left undetermined. Schweitzer, instead of
   killing himself, is made partaker, with Kosinsky, of Moor's
   estate.]

           Enter SCHWEITZER and his band."
ACT V.,SCENE V.,103,"SCHWEITZER. Murderous wretch, where art thou? Did you see how they fled?
      Has he so few friends? Where has the beast crawled to?"
ACT V.,SCENE V.,104,"GRIMM (stumbles over the corpse). Stay! what is this lying in the way?
      Lights here."
ACT V.,SCENE V.,105,"SCHWARZ. He has been beforehand with us. Put up your swords. There he lies
      sprawling like a dead dog."
ACT V.,SCENE V.,106,"SCHWEITZER. Dead! What! dead? Dead without me? 'Tis a lie, I say. Mark how
      quickly he will spring upon his feet! (Shakes him). Hollo! up with you?
      There is a father to be murdered."
ACT V.,SCENE V.,107,GRIMM. Spare your pains. He is as dead as a log.
ACT V.,SCENE V.,108,"SCHWEITZER (steps aside from him). Yes, his game is up! He is dead! dead!
      Go back and tell my captain he is as dead as a log. He will not see me
      again. (Blows his brains out.)"
ACT V.,SCENE V.,109,
ACT V.,SCENE II.�The scene the same as the last scene of the preceding Act.,1,"OLD MOOR seated on a stone; CHARLES VON MOOR opposite;
          ROBBERS scattered through the wood."
ACT V.,SCENE II.�The scene the same as the last scene of the preceding Act.,2,"CHARLES. He does not come! (Strikes his dagger against a stone till the
      sparks fly.)"
ACT V.,SCENE II.�The scene the same as the last scene of the preceding Act.,3,OLD MOOR. Let pardon be his punishment�redoubled love my vengeance.
ACT V.,SCENE II.�The scene the same as the last scene of the preceding Act.,4,"CHARLES. No! by my enraged soul that shall not be! I will not permit it.
      He shall bear that enormous load of crime with him into eternity!�
      what else should I kill him for?"
ACT V.,SCENE II.�The scene the same as the last scene of the preceding Act.,5,OLD MOOR (bursting into tears). Oh my child!
ACT V.,SCENE II.�The scene the same as the last scene of the preceding Act.,6,CHARLES. What! you weep for him? In sight of this dungeon?
ACT V.,SCENE II.�The scene the same as the last scene of the preceding Act.,7,"OLD MOOR. Mercy! oh mercy! (Wringing his hands violently.) Now�now
      my son is brought to judgment!"
ACT V.,SCENE II.�The scene the same as the last scene of the preceding Act.,8,CHARLES (starting). Which son?
ACT V.,SCENE II.�The scene the same as the last scene of the preceding Act.,9,OLD MOOR. Ha! what means that question?
ACT V.,SCENE II.�The scene the same as the last scene of the preceding Act.,10,CHARLES. Nothing! nothing!
ACT V.,SCENE II.�The scene the same as the last scene of the preceding Act.,11,OLD MOOR. Art thou come to make a mockery of my grief?
ACT V.,SCENE II.�The scene the same as the last scene of the preceding Act.,12,CHARLES. Treacherous conscience! Take no heed of my words!
ACT V.,SCENE II.�The scene the same as the last scene of the preceding Act.,13,"OLD MOOR. Yes, I persecuted a son, and a son persecutes me in return. It
      is the finger of God. Oh my Charles! my Charles! If thou dost hover around
      me in the realms of peace, forgive me! oh forgive me!"
ACT V.,SCENE II.�The scene the same as the last scene of the preceding Act.,14,"CHARLES (hastily). He forgives you! (Checking himself.) If he is worthy to
      be called your son, he must forgive you!"
ACT V.,SCENE II.�The scene the same as the last scene of the preceding Act.,15,"OLD MOOR. Ha! he was too noble a son for me. But I will go to him with my
      tears, my sleepless nights, my racking dreams. I will embrace his knees,
      and cry�cry aloud�""I have sinned against heaven and before
      thee; I am no longer worthy to be called thy father!"""
ACT V.,SCENE II.�The scene the same as the last scene of the preceding Act.,16,CHARLES (in deep emotion). Was he very dear to you�that other son?
ACT V.,SCENE II.�The scene the same as the last scene of the preceding Act.,17,"OLD MOOR. Heaven is my witness, how much I loved him. Oh, why did I suffer
      myself to be beguiled by the arts of a wicked son? I was an envied father
      among the fathers of the world�my children full of promise, blooming
      by my side! But�oh that fatal hour!�the demon of envy entered
      into the heart of my younger son�I listened to the serpent�and�lost
      both my children! (Hides his countenance.)"
ACT V.,SCENE II.�The scene the same as the last scene of the preceding Act.,18,CHARLES (removes to a distance from him). Lost forever!
ACT V.,SCENE II.�The scene the same as the last scene of the preceding Act.,19,"OLD MOOR. Oh, deeply do I feel the words of Amelia. The spirit of
      vengeance spoke from her lips. ""In vain wilt thou stretch forth thy dying
      hands after a son, in vain fancy thou art grasping the warm hands of thy
      Charles,�he will never more stand by thy bedside."""
ACT V.,SCENE II.�The scene the same as the last scene of the preceding Act.,20,(CHARLES stretches out his hand to him with averted face.)
ACT V.,SCENE II.�The scene the same as the last scene of the preceding Act.,21,"Oh, that this were the hand of my Charles! But he is laid far away in the
      narrow house�he is sleeping the iron sleep�he hears not the
      voice of my lamentation. Woe is me! to die in the arms of a stranger? No
      son left�no son left to close my eyes!"
ACT V.,SCENE II.�The scene the same as the last scene of the preceding Act.,22,"CHARLES (in violent emotion). It must be so�the moment has arrived.
      Leave me�(to the ROBBERS.) And yet�can I restore his son to
      him? Alas! No! I cannot restore him that son! No! I will not think of it."
ACT V.,SCENE II.�The scene the same as the last scene of the preceding Act.,23,OLD MOOR. Friend! what is that you were muttering?
ACT V.,SCENE II.�The scene the same as the last scene of the preceding Act.,24,"CHARLES. Your son�yes, old man�(faltering) your son�is�lost
      forever!"
ACT V.,SCENE II.�The scene the same as the last scene of the preceding Act.,25,OLD MOOR. Forever?
ACT V.,SCENE II.�The scene the same as the last scene of the preceding Act.,26,"CHARLES (looking up to heaven in bitter anguish). Oh this once�keep
      my soul from sinking�sustain me but this once!"
ACT V.,SCENE II.�The scene the same as the last scene of the preceding Act.,27,"OLD MOOR. Forever, did you say."
ACT V.,SCENE II.�The scene the same as the last scene of the preceding Act.,28,CHARLES. Ask no more! I said forever!
ACT V.,SCENE II.�The scene the same as the last scene of the preceding Act.,29,"OLD MOOR. Stranger, stranger! why didst thou drag me forth from the
      dungeon to remind me of my sorrows?"
ACT V.,SCENE II.�The scene the same as the last scene of the preceding Act.,30,"CHARLES. And what if I were now to snatch his blessing?�snatch it
      like a thief, and steal away with the precious prize? A father's blessing,
      they say, is never lost."
ACT V.,SCENE II.�The scene the same as the last scene of the preceding Act.,31,OLD MOOR. And is my Francis too lost?
ACT V.,SCENE II.�The scene the same as the last scene of the preceding Act.,32,"CHARLES (falling on his knees before him). 'Twas I who burst the bars of
      your dungeon. I crave thy blessing!"
ACT V.,SCENE II.�The scene the same as the last scene of the preceding Act.,33,"OLD MOOR (sorrowfully). Oh that thou shouldst destroy the son!�thou,
      the father's deliverer! Behold! Heaven's mercy is untiring, and we pitiful
      worms let the sun go down upon our wrath. (Lays his hand upon the head of
      CHARLES.) Be thou happy, even as thou shalt be merciful!"
ACT V.,SCENE II.�The scene the same as the last scene of the preceding Act.,34,"CHARLES (rising much affected). Oh!�where is my manhood? My sinews
      are unstrung�the sword drops from my hand."
ACT V.,SCENE II.�The scene the same as the last scene of the preceding Act.,35,"OLD MOOR. How lovely a thing it is when brethren dwell together in unity;
      as the dewdrops of heaven that fall upon the mountains of Zion. Learn to
      deserve that happiness, young man, and the angels of heaven will sun
      themselves in thy glory. Let thy wisdom be the wisdom of gray hairs, but
      let thy heart be the heart of innocent childhood."
ACT V.,SCENE II.�The scene the same as the last scene of the preceding Act.,36,"CHARLES. Oh, for a foretaste of that happiness! Kiss me, divine old man!"
ACT V.,SCENE II.�The scene the same as the last scene of the preceding Act.,37,"OLD MOOR (kissing him). Think it thy father's kiss; and I will think I am
      kissing my son. Canst thou too weep?"
ACT V.,SCENE II.�The scene the same as the last scene of the preceding Act.,38,"CHARLES. I felt as if it were my father's kiss! Woe unto me, were they to
      bring him now!"
ACT V.,SCENE II.�The scene the same as the last scene of the preceding Act.,39,"(The companions of SCHWEITZER enter in a silent and mournful
   procession, hanging down their heads and hiding their faces.)"
ACT V.,SCENE II.�The scene the same as the last scene of the preceding Act.,40,"CHARLES. Good heaven! (Retreats horror-struck, and seeks to hide himself.
      They pass by him his face is averted. Profound silence. They halt.)"
ACT V.,SCENE II.�The scene the same as the last scene of the preceding Act.,41,GRIMM (in a subdued tone). My captain!
ACT V.,SCENE II.�The scene the same as the last scene of the preceding Act.,42,[CHARLES does not answer and steps farther back.]
ACT V.,SCENE II.�The scene the same as the last scene of the preceding Act.,43,SCHWARZ. Dear captain!
ACT V.,SCENE II.�The scene the same as the last scene of the preceding Act.,44,[CHARLES retreats still farther.]
ACT V.,SCENE II.�The scene the same as the last scene of the preceding Act.,45,"GRIMM. 'Tis not our fault, captain!"
ACT V.,SCENE II.�The scene the same as the last scene of the preceding Act.,46,CHARLES (without looking at them). Who are ye?
